Address,Case Number,Crime Against,Neighborhood,Occur Date,Occur Month Year,Occur Time,Offense Category,Offense Count,Offense Type
13500 BLOCK OF SE POWELL BLVD                                                                                      ,18-29364,Property,Powellhurst-Gilbert,1/25/2018,1/1/2018,2125,Fraud Offenses,1,Identity Theft
8200 BLOCK OF NE SANDY BLVD                                                                                       ,18-31604,Property,Sumner,1/28/2018,1/1/2018,300,Motor Vehicle Theft,1,Motor Vehicle Theft
9900 BLOCK OF N WHITAKER RD                                                                                       ,18-28829,Society,East Columbia,1/26/2018,1/1/2018,24,Weapon Law Violations,1,Weapons Law Violations
6700 BLOCK OF N RICHMOND AVE                                                                                      ,18-901354,Property,Cathedral Park,1/21/2018,1/1/2018,200,Larceny Offenses,1,All Other Larceny
8600 BLOCK OF NE SANDY BLVD                                                                                       ,18-25032,Property,Sumner,1/23/2018,1/1/2018,457,Burglary,1,Burglary
100 BLOCK OF SE 105TH AVE                                                                                        ,18-901426,Property,Hazelwood,1/19/2018,1/1/2018,1200,Vandalism,1,Vandalism
2200 BLOCK OF NW FLANDERS ST                                                                                      ,18-901406,Property,Northwest,1/23/2018,1/1/2018,715,Larceny Offenses,1,Theft From Motor Vehicle
1800 BLOCK OF SE 11TH AVE                                                                                         ,18-901417,Property,Hosford-Abernethy,1/19/2018,1/1/2018,2000,Fraud Offenses,1,Credit Card/ATM Fraud
1800 BLOCK OF SE 11TH AVE                                                                                         ,18-901417,Property,Hosford-Abernethy,1/19/2018,1/1/2018,2000,Fraud Offenses,1,Identity Theft
0 BLOCK OF NE STANTON ST                                                                                       ,18-901311,Property,Eliot,1/21/2018,1/1/2018,1630,Burglary,1,Burglary
11000 BLOCK OF NE HALSEY ST                                                                                        ,18-23999,Property,Hazelwood,1/19/2018,1/1/2018,1600,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
12400 BLOCK OF NE BEECH ST                                                                                         ,18-24333,Property,Argay,1/22/2018,1/1/2018,1434,Larceny Offenses,1,Theft From Building
500 BLOCK OF NW 6TH AVE                                                                                          ,18-26530,Society,Old Town/Chinatown,1/24/2018,1/1/2018,830,Drug/Narcotic Offenses,1,Drug/Narcotic Violations
500 BLOCK OF NW 6TH AVE                                                                                          ,18-26530,Property,Old Town/Chinatown,1/24/2018,1/1/2018,830,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game
NW 10TH AVE / NW FLANDERS ST,18-901352,Property,Pearl,1/20/2018,1/1/2018,2230,Larceny Offenses,1,Theft From Motor Vehicle
8500 BLOCK OF SE MAIN ST                                                                                          ,18-27724,Property,Montavilla,1/24/2018,1/1/2018,2100,Motor Vehicle Theft,1,Motor Vehicle Theft
5500 BLOCK OF NE 122ND AVE                                                                                        ,18-22464,Property,Argay,1/20/2018,1/1/2018,1817,Larceny Offenses,1,Theft From Motor Vehicle
3600 BLOCK OF SE DIVISION ST                                                                                      ,18-18763,Property,Richmond,1/17/2018,1/1/2018,1445,Vandalism,1,Vandalism
1400 BLOCK OF NW FLANDERS ST                                                                                      ,18-901324,Property,Pearl,1/10/2018,1/1/2018,1700,Larceny Offenses,1,Theft From Motor Vehicle
NW NORTHRUP ST / NW 13TH AVE,18-901257,Property,Pearl,1/19/2018,1/1/2018,1919,Larceny Offenses,1,Theft From Motor Vehicle
6700 BLOCK OF SE BROOKLYN ST                                                                                      ,18-22342,Property,South Tabor,1/20/2018,1/1/2018,900,Burglary,1,Burglary
9800 BLOCK OF SE WASHINGTON ST                                                                                    ,18-22111,Property,Hazelwood,1/20/2018,1/1/2018,1124,Larceny Offenses,1,Shoplifting
3000 BLOCK OF NE SANDY BLVD                                                                                       ,18-29531,Property,Kerns,1/26/2018,1/1/2018,1536,Larceny Offenses,1,Shoplifting
SE DIVISION ST / SE 162ND AVE,18-32006,Society,Centennial,1/28/2018,1/1/2018,1707,Weapon Law Violations,1,Weapons Law Violations
1600 BLOCK OF NW EVERETT ST                                                                                       ,18-901613,Property,Northwest,1/24/2018,1/1/2018,1900,Larceny Offenses,1,All Other Larceny
SE 9TH AVE / SE ANKENY ST,18-7251,Property,Buckman West,1/6/2018,1/1/2018,1900,Larceny Offenses,1,Theft From Motor Vehicle
SE 9TH AVE / SE ANKENY ST,18-7251,Property,Buckman West,1/6/2018,1/1/2018,1900,Vandalism,1,Vandalism
SE 122ND AVE / SE ASH ST,18-901474,Property,Hazelwood,1/9/2018,1/1/2018,2100,Larceny Offenses,1,Theft From Motor Vehicle
2300 BLOCK OF SE 82ND AVE                                                                                         ,18-27654,Property,Montavilla,1/25/2018,1/1/2018,404,Larceny Offenses,1,Shoplifting
4300 BLOCK OF N WILLIAMS AVE                                                                                      ,18-28305,Property,Humboldt,1/25/2018,1/1/2018,1546,Larceny Offenses,1,Shoplifting
2300 BLOCK OF SE UMATILLA ST                                                                                      ,18-901385,Property,Sellwood-Moreland,1/22/2018,1/1/2018,1745,Larceny Offenses,1,All Other Larceny
3800 BLOCK OF NE WASCO ST                                                                                         ,18-25059,Property,Laurelhurst,1/22/2018,1/1/2018,2200,Vandalism,1,Vandalism
2100 BLOCK OF NW QUIMBY ST                                                                                        ,18-901411,Property,Northwest,1/21/2018,1/1/2018,2230,Larceny Offenses,1,Theft From Motor Vehicle
SE 62ND AVE / SE BELMONT ST,18-901450,Property,Mt Tabor,1/21/2018,1/1/2018,1745,Larceny Offenses,1,Theft From Motor Vehicle
SE 62ND AVE / SE BELMONT ST,18-901450,Property,Mt Tabor,1/21/2018,1/1/2018,1745,Fraud Offenses,1,Identity Theft
11800 BLOCK OF SE RAYMOND ST                                                                                       ,18-26876,Property,Powellhurst-Gilbert,1/23/2018,1/1/2018,2300,Burglary,1,Burglary
4100 BLOCK OF NE HALSEY ST                                                                                        ,18-30510,Society,Hollywood,1/27/2018,1/1/2018,1234,Drug/Narcotic Offenses,1,Drug/Narcotic Violations
3000 BLOCK OF NE EVERETT ST                                                                                       ,18-800237,Property,Kerns,1/24/2018,1/1/2018,130,Larceny Offenses,1,All Other Larceny
1300 BLOCK OF SE 82ND AVE                                                                                         ,18-26952,Property,Montavilla,1/24/2018,1/1/2018,1438,Larceny Offenses,1,Shoplifting
1900 BLOCK OF SE LADD AVE                                                                                         ,18-27252,Property,Hosford-Abernethy,1/24/2018,1/1/2018,1941,Burglary,1,Burglary
600 BLOCK OF NE 12TH AVE                                                                                         ,18-27697,Property,Kerns,1/25/2018,1/1/2018,620,Burglary,1,Burglary
1000 BLOCK OF NE 62ND AVE                                                                                         ,18-27852,Property,Rose City Park,1/24/2018,1/1/2018,530,Burglary,1,Burglary
2200 BLOCK OF LLOYD CENTER                                                                                        ,18-28500,Property,Lloyd,1/25/2018,1/1/2018,1509,Larceny Offenses,1,Theft From Building
6300 BLOCK OF SW FLOWER ST                                                                                        ,18-901375,Property,Hayhurst,1/21/2018,1/1/2018,2300,Larceny Offenses,1,Theft From Motor Vehicle
0 BLOCK OF SE 103RD AVE                                                                                        ,18-24916,Property,Hazelwood,1/23/2018,1/1/2018,48,Larceny Offenses,1,Theft From Motor Vehicle
2100 BLOCK OF SE 126TH PL                                                                                         ,18-27974,Property,Mill Park,1/25/2018,1/1/2018,1123,Larceny Offenses,1,All Other Larceny
2200 BLOCK OF LLOYD CENTER                                                                                        ,18-537,Property,Lloyd,1/1/2018,1/1/2018,1200,Larceny Offenses,1,Shoplifting
8100 BLOCK OF NE 33RD DR                                                                                          ,18-1376,Property,Sunderland,1/2/2018,1/1/2018,220,Larceny Offenses,1,All Other Larceny
9700 BLOCK OF NE GLISAN ST                                                                                        ,18-2615,Property,Hazelwood,1/1/2018,1/1/2018,2300,Larceny Offenses,1,Theft From Building
6400 BLOCK OF NE COLWOOD WAY                                                                                      ,18-313,Property,Cully,1/1/2018,1/1/2018,510,Burglary,1,Burglary
2200 BLOCK OF LLOYD CENTER                                                                                        ,18-700,Property,Lloyd,1/1/2018,1/1/2018,1520,Larceny Offenses,1,Shoplifting
5400 BLOCK OF SE FRANCIS ST                                                                                       ,18-29065,Property,Foster-Powell,1/26/2018,1/1/2018,823,Larceny Offenses,1,All Other Larceny
500 BLOCK OF SW 6TH AVE                                                                                          ,18-29153,Property,Downtown,1/26/2018,1/1/2018,957,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game
NW JOHNSON ST / NW 16TH AVE,18-901600,Property,Northwest,1/26/2018,1/1/2018,2230,Vandalism,1,Vandalism
4500 BLOCK OF N WILLIAMS AVE                                                                                      ,18-901659,Property,Humboldt,1/28/2018,1/1/2018,1855,Larceny Offenses,1,All Other Larceny
300 BLOCK OF SE 81ST AVE                                                                                         ,18-31387,Property,Montavilla,1/28/2018,1/1/2018,230,Larceny Offenses,1,Theft From Motor Vehicle
4800 BLOCK OF NE 31ST AVE                                                                                         ,18-901269,Property,Concordia,1/19/2018,1/1/2018,2200,Larceny Offenses,1,Theft From Motor Vehicle
7300 BLOCK OF N PRINCETON ST                                                                                      ,18-901275,Property,Cathedral Park,1/19/2018,1/1/2018,2130,Larceny Offenses,1,Theft From Motor Vehicle
6700 BLOCK OF SE NEHALEM ST                                                                                       ,18-26456,Property,Brentwood-Darlington,1/24/2018,1/1/2018,533,Motor Vehicle Theft,1,Motor Vehicle Theft
1400 BLOCK OF SE MADISON ST                                                                                       ,18-901297,Property,Buckman East,1/20/2018,1/1/2018,2020,Larceny Offenses,1,Theft From Motor Vehicle
1000 BLOCK OF SE MILL ST                                                                                          ,18-24010,Property,Hosford-Abernethy,1/20/2018,1/1/2018,603,Burglary,1,Burglary
1200 BLOCK OF SE 139TH AVE                                                                                        ,18-901384,Property,Hazelwood,1/22/2018,1/1/2018,2130,Larceny Offenses,1,All Other Larceny
3600 BLOCK OF SE 66TH AVE                                                                                         ,18-24122,Property,Foster-Powell,1/21/2018,1/1/2018,2100,Motor Vehicle Theft,1,Motor Vehicle Theft
400 BLOCK OF SE MARTIN LUTHER KING JR BLVD                                                                       ,18-24261,Property,Buckman West,1/20/2018,1/1/2018,2200,Vandalism,1,Vandalism
0 BLOCK OF N WEIDLER ST                                                                                        ,18-21938,Property,Lloyd,1/19/2018,1/1/2018,2050,Burglary,1,Burglary
3200 BLOCK OF SE 92ND AVE                                                                                         ,18-23605,Property,Powellhurst-Gilbert,1/21/2018,1/1/2018,2039,Larceny Offenses,1,Theft From Coin-Operated Machine or Device
2900 BLOCK OF SE 167TH AVE                                                                                        ,18-25747,Property,Centennial,1/22/2018,1/1/2018,2130,Vandalism,1,Vandalism
1700 BLOCK OF NE HANCOCK ST                                                                                       ,18-23236,Property,Irvington,1/21/2018,1/1/2018,1130,Larceny Offenses,1,All Other Larceny
300 BLOCK OF SE 99TH AVE                                                                                         ,18-903208,Property,Hazelwood,2/27/2018,2/1/2018,150,Robbery,1,Robbery
4800 BLOCK OF SE 65TH AVE                                                                                         ,18-66505,Society,Mt Scott-Arleta,2/27/2018,2/1/2018,500,Drug/Narcotic Offenses,1,Drug/Narcotic Violations
100 BLOCK OF W BURNSIDE ST                                                                                       ,18-68958,Property,Old Town/Chinatown,2/28/2018,2/1/2018,1900,Vandalism,1,Vandalism
100 BLOCK OF W BURNSIDE ST                                                                                       ,18-68958,Property,Old Town/Chinatown,2/28/2018,2/1/2018,1900,Larceny Offenses,1,All Other Larceny
100 BLOCK OF NW 5TH AVE                                                                                          ,18-67074,Property,Old Town/Chinatown,2/27/2018,2/1/2018,1300,Larceny Offenses,1,All Other Larceny
6200 BLOCK OF NE 82ND AVE                                                                                         ,18-65568,Property,,2/16/2018,2/1/2018,800,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
7900 BLOCK OF N UPLAND DR                                                                                         ,18-65608,Property,St Johns,2/26/2018,2/1/2018,1045,Robbery,1,Robbery
N KERBY AVE / N KILLINGSWORTH CT,18-902889,Property,Humboldt,2/21/2018,2/1/2018,845,Vandalism,1,Vandalism
N RUSSELL ST / N INTERSTATE AVE,18-680375,Property,Eliot,2/25/2018,2/1/2018,2219,Robbery,1,Robbery
4900 BLOCK OF NE 82ND AVE                                                                                         ,18-64549,Property,Cully,2/24/2018,2/1/2018,158,Embezzlement,1,Embezzlement
SE 10TH AVE / SE WASHINGTON ST,18-901591,Property,Buckman West,1/26/2018,1/1/2018,1650,Larceny Offenses,1,Theft From Motor Vehicle
3100 BLOCK OF SE 166TH AVE                                                                                        ,18-30010,Property,Centennial,1/26/2018,1/1/2018,2332,Vandalism,1,Vandalism
6200 BLOCK OF SW POMONA ST                                                                                        ,18-31086,Property,Ashcreek,1/27/2018,1/1/2018,2214,Vandalism,1,Vandalism
500 BLOCK OF SE ASH ST                                                                                           ,18-901642,Property,Buckman West,1/28/2018,1/1/2018,600,Burglary,1,Burglary
9000 BLOCK OF SE ASH ST                                                                                           ,18-901650,Property,Montavilla,1/21/2018,1/1/2018,530,Larceny Offenses,1,All Other Larceny
3300 BLOCK OF SE 134TH AVE                                                                                        ,18-65077,Property,Powellhurst-Gilbert,2/25/2018,2/1/2018,2028,Vandalism,1,Vandalism
2400 BLOCK OF SE 171ST AVE                                                                                        ,18-65452,Property,Centennial,2/26/2018,2/1/2018,200,Burglary,1,Burglary
3200 BLOCK OF SE 134TH AVE                                                                                        ,18-66858,Property,Powellhurst-Gilbert,2/26/2018,2/1/2018,1100,Motor Vehicle Theft,1,Motor Vehicle Theft
UNKNOWN ADDRESS,18-65987,Property,,2/26/2018,2/1/2018,1700,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
E BURNSIDE ST / NE 71ST AVE,18-67480,Property,Montavilla,2/27/2018,2/1/2018,2200,Robbery,1,Robbery
6700 BLOCK OF NE GOING ST                                                                                         ,18-71418,Society,Cully,3/3/2018,3/1/2018,446,Weapon Law Violations,1,Weapons Law Violations
0 BLOCK OF SW CHERRY PARK RD                                                                                   ,18-903337,Property,,2/15/2018,2/1/2018,1215,Larceny Offenses,1,Theft From Building
NE MARTIN LUTHER KING JR BLVD / NE CLACKAMAS ST,18-70296,Property,Lloyd,3/2/2018,3/1/2018,700,Larceny Offenses,1,Theft From Motor Vehicle
NE MARTIN LUTHER KING JR BLVD / NE CLACKAMAS ST,18-70296,Property,Lloyd,3/2/2018,3/1/2018,700,Fraud Offenses,1,Identity Theft
12700 BLOCK OF SE STARK ST                                                                                         ,18-72904,Property,Hazelwood,3/3/2018,3/1/2018,2330,Motor Vehicle Theft,1,Motor Vehicle Theft
2800 BLOCK OF N GANTENBEIN AVE                                                                                    ,18-67415,Property,Eliot,2/27/2018,2/1/2018,1700,Larceny Offenses,1,Theft From Motor Vehicle
14400 BLOCK OF E BURNSIDE ST                                                                                       ,18-903256,Property,Hazelwood,2/27/2018,2/1/2018,0,Larceny Offenses,1,Theft From Motor Vehicle
14400 BLOCK OF E BURNSIDE ST                                                                                       ,18-903256,Property,Hazelwood,2/27/2018,2/1/2018,0,Fraud Offenses,1,Identity Theft
1200 BLOCK OF SE DIVISION ST                                                                                      ,18-902953,Property,Hosford-Abernethy,2/20/2018,2/1/2018,1000,Larceny Offenses,1,Shoplifting
100 BLOCK OF N LOTUS BEACH DR                                                                                    ,18-64640,Property,Hayden Island,2/22/2018,2/1/2018,1230,Burglary,1,Burglary
7200 BLOCK OF SE FLAVEL ST                                                                                        ,18-65371,Property,Brentwood-Darlington,2/26/2018,2/1/2018,542,Motor Vehicle Theft,1,Motor Vehicle Theft
100 BLOCK OF NE MULTNOMAH ST                                                                                     ,18-62117,Property,Lloyd,2/22/2018,2/1/2018,2030,Larceny Offenses,1,Theft From Motor Vehicle
100 BLOCK OF NE MULTNOMAH ST                                                                                     ,18-62117,Property,Lloyd,2/22/2018,2/1/2018,2030,Vandalism,1,Vandalism
700 BLOCK OF SE GRAND AVE                                                                                        ,18-62838,Property,Buckman West,2/23/2018,2/1/2018,1917,Vandalism,1,Vandalism
1600 BLOCK OF SE RHINE ST                                                                                         ,18-63166,Property,Brooklyn,2/24/2018,2/1/2018,124,Burglary,1,Burglary
100 BLOCK OF NE MULTNOMAH ST                                                                                     ,18-903046,Property,Lloyd,2/23/2018,2/1/2018,230,Larceny Offenses,1,Theft From Motor Vehicle
6900 BLOCK OF SW 62ND PL                                                                                          ,18-66139,Property,Maplewood,2/24/2018,2/1/2018,1530,Larceny Offenses,1,All Other Larceny
2300 BLOCK OF SW MONTGOMERY DR                                                                                    ,18-903122,Property,Southwest Hills,2/24/2018,2/1/2018,2015,Larceny Offenses,1,Theft From Motor Vehicle
SE SALMON ST / SE WATER AVE,18-902977,Property,Buckman West,2/21/2018,2/1/2018,1700,Larceny Offenses,1,Theft From Motor Vehicle
2600 BLOCK OF N HUNT ST                                                                                           ,18-65053,Property,Kenton,2/17/2018,2/1/2018,1200,Burglary,1,Burglary
4500 BLOCK OF SE 115TH AVE                                                                                        ,18-64469,Property,Powellhurst-Gilbert,2/24/2018,2/1/2018,2000,Larceny Offenses,1,Theft From Motor Vehicle
SE 9TH AVE / SE ALDER ST,18-61852,Property,Buckman West,2/22/2018,2/1/2018,2000,Larceny Offenses,1,Theft From Motor Vehicle
2900 BLOCK OF SE POWELL BLVD                                                                                      ,18-903012,Property,Creston-Kenilworth,2/22/2018,2/1/2018,2000,Larceny Offenses,1,Theft From Motor Vehicle
3500 BLOCK OF SE 141ST AVE                                                                                        ,18-65938,Property,Powellhurst-Gilbert,2/26/2018,2/1/2018,1430,Burglary,1,Burglary
2000 BLOCK OF SE CLINTON ST                                                                                       ,18-67106,Property,Hosford-Abernethy,2/25/2018,2/1/2018,1200,Motor Vehicle Theft,1,Motor Vehicle Theft
100 BLOCK OF NE MULTNOMAH ST                                                                                     ,18-903030,Property,Lloyd,2/23/2018,2/1/2018,30,Larceny Offenses,1,Theft From Motor Vehicle
NE MULTNOMAH ST / NE 13TH AVE,18-903053,Property,Sullivan's Gulch,2/23/2018,2/1/2018,1220,Larceny Offenses,1,Theft From Motor Vehicle
1400 BLOCK OF N BALDWIN ST                                                                                        ,18-902890,Property,Kenton,2/16/2018,2/1/2018,2100,Larceny Offenses,1,Theft From Motor Vehicle
2100 BLOCK OF NE DAVIS ST                                                                                         ,18-903142,Property,Kerns,2/25/2018,2/1/2018,0,Burglary,1,Burglary
1300 BLOCK OF NE 102ND AVE                                                                                        ,18-903198,Property,Hazelwood,2/27/2018,2/1/2018,800,Vandalism,1,Vandalism
13700 BLOCK OF SE RHONE ST                                                                                         ,18-903214,Property,Powellhurst-Gilbert,2/26/2018,2/1/2018,1115,Larceny Offenses,1,All Other Larceny
E BURNSIDE ST / SE 6TH AVE,18-67533,Property,Kerns,2/27/2018,2/1/2018,2000,Larceny Offenses,1,Theft From Motor Vehicle
3200 BLOCK OF NE 14TH AVE                                                                                         ,18-29526,Property,Sabin,1/24/2018,1/1/2018,1700,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game
1100 BLOCK OF N HAYDEN MEADOWS DR                                                                                 ,18-34625,Property,East Columbia,1/28/2018,1/1/2018,2200,Burglary,1,Burglary
5900 BLOCK OF SE 60TH AVE                                                                                         ,18-36285,Property,Mt Scott-Arleta,2/1/2018,2/1/2018,637,Motor Vehicle Theft,1,Motor Vehicle Theft
NW 5TH AVE / NW EVERETT ST,18-67450,Property,Old Town/Chinatown,2/27/2018,2/1/2018,2142,Larceny Offenses,1,Theft From Motor Vehicle
NW VAUGHN ST / NW 24TH AVE,18-903238,Property,Northwest,2/27/2018,2/1/2018,1130,Larceny Offenses,1,Theft From Motor Vehicle
,18-X5046165,Property,Glenfair,3/2/2018,3/1/2018,2230,Vandalism,1,Vandalism
,18-X5046165,Society,Glenfair,3/2/2018,3/1/2018,2230,Weapon Law Violations,1,Weapons Law Violations
1700 BLOCK OF SW HARBOR WAY                                                                                       ,18-903325,Property,Downtown,2/28/2018,2/1/2018,1950,Larceny Offenses,1,Theft From Motor Vehicle
4300 BLOCK OF SE 65TH AVE                                                                                         ,18-70427,Property,Foster-Powell,3/2/2018,3/1/2018,700,Burglary,1,Burglary
4900 BLOCK OF SW LANDING DR                                                                                       ,18-68963,Property,South Portland,3/1/2018,3/1/2018,420,Larceny Offenses,1,Theft From Building
100 BLOCK OF SE BELMONT ST                                                                                       ,18-31541,Property,Buckman West,1/28/2018,1/1/2018,826,Vandalism,1,Vandalism
600 BLOCK OF NW IRVING ST                                                                                        ,18-67963,Property,Old Town/Chinatown,2/28/2018,2/1/2018,1046,Vandalism,1,Vandalism
NW 11TH AVE / NW EVERETT ST,18-903096,Property,Pearl,2/23/2018,2/1/2018,2000,Larceny Offenses,1,Theft From Motor Vehicle
600 BLOCK OF NW IRVING ST                                                                                        ,18-903170,Property,Old Town/Chinatown,1/30/2018,1/1/2018,1220,Larceny Offenses,1,All Other Larceny
8400 BLOCK OF N LEONARD ST                                                                                        ,18-67222,Property,St Johns,2/24/2018,2/1/2018,1700,Motor Vehicle Theft,1,Motor Vehicle Theft
6000 BLOCK OF SE BELMONT ST                                                                                       ,18-65997,Society,Mt Tabor,2/25/2018,2/1/2018,800,Pornography/Obscene Material,1,Pornography/Obscene Material
11000 BLOCK OF SW BARBUR BLVD                                                                                      ,18-70631,Property,West Portland Park,3/1/2018,3/1/2018,2200,Motor Vehicle Theft,1,Motor Vehicle Theft
800 BLOCK OF SW SALMON ST                                                                                        ,18-70881,Property,Downtown,3/2/2018,3/1/2018,1755,Motor Vehicle Theft,1,Motor Vehicle Theft
9000 BLOCK OF SE KNAPP ST                                                                                         ,18-69580,Property,Lents,3/1/2018,3/1/2018,500,Larceny Offenses,1,All Other Larceny
,18-X5045936,Property,Parkrose,2/28/2018,2/1/2018,1257,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game
2200 BLOCK OF SE TIBBETTS ST                                                                                      ,18-903316,Property,Hosford-Abernethy,2/23/2018,2/1/2018,1000,Larceny Offenses,1,All Other Larceny
8800 BLOCK OF NE SKIDMORE ST                                                                                      ,18-68884,Property,Madison South,3/1/2018,3/1/2018,458,Motor Vehicle Theft,1,Motor Vehicle Theft
,18-X5046120,Property,Multnomah,2/24/2018,2/1/2018,1730,Larceny Offenses,1,Theft From Building
NW DAVIS ST / NW 14TH AVE,18-70553,Property,Pearl,3/1/2018,3/1/2018,1700,Motor Vehicle Theft,1,Motor Vehicle Theft
1100 BLOCK OF SW 2ND AVE                                                                                          ,18-70982,Property,Downtown,3/2/2018,3/1/2018,1950,Fraud Offenses,1,Identity Theft
1100 BLOCK OF SW 2ND AVE                                                                                          ,18-70982,Property,Downtown,3/2/2018,3/1/2018,1950,Fraud Offenses,1,Credit Card/ATM Fraud
2700 BLOCK OF SE 162ND AVE                                                                                        ,18-903266,Property,Centennial,2/27/2018,2/1/2018,2210,Larceny Offenses,1,Theft From Motor Vehicle
1700 BLOCK OF SW HARBOR WAY                                                                                       ,18-69032,Property,Downtown,3/1/2018,3/1/2018,300,Larceny Offenses,1,Theft From Motor Vehicle
10800 BLOCK OF SE BUSH ST                                                                                          ,18-903341,Property,Lents,1/17/2018,1/1/2018,855,Larceny Offenses,1,All Other Larceny
6000 BLOCK OF NE 80TH AVE                                                                                         ,18-680391,Society,Cully,1/4/2018,1/1/2018,1438,Drug/Narcotic Offenses,1,Drug/Narcotic Violations
200 BLOCK OF SE MARTIN LUTHER KING JR BLVD                                                                       ,18-68342,Property,Buckman West,2/28/2018,2/1/2018,1600,Motor Vehicle Theft,1,Motor Vehicle Theft
2900 BLOCK OF SE MARKET ST                                                                                        ,18-903269,Property,Richmond,2/28/2018,2/1/2018,715,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
SE ANKENY ST / SE 24TH AVE,18-903120,Property,Buckman East,2/14/2018,2/1/2018,1105,Burglary,1,Burglary
100 BLOCK OF SW TAYLOR ST                                                                                        ,18-65642,Property,Downtown,2/23/2018,2/1/2018,1700,Fraud Offenses,1,Identity Theft
1800 BLOCK OF NW LOVEJOY ST                                                                                       ,18-903232,Property,Northwest,2/25/2018,2/1/2018,0,Larceny Offenses,1,Theft From Motor Vehicle
500 BLOCK OF NE 80TH AVE                                                                                         ,18-71097,Property,Montavilla,3/2/2018,3/1/2018,1800,Motor Vehicle Theft,1,Motor Vehicle Theft
1100 BLOCK OF NE 102ND AVE                                                                                        ,18-62125,Property,Hazelwood,2/23/2018,2/1/2018,1000,Larceny Offenses,1,Shoplifting
9800 BLOCK OF SW BARBUR BLVD                                                                                      ,18-902934,Property,Multnomah,2/21/2018,2/1/2018,1307,Larceny Offenses,1,Shoplifting
4000 BLOCK OF SE YAMHILL ST                                                                                       ,18-65407,Property,Sunnyside,2/25/2018,2/1/2018,2100,Motor Vehicle Theft,1,Motor Vehicle Theft
1700 BLOCK OF SE LINN ST                                                                                          ,18-64540,Property,Sellwood-Moreland,2/24/2018,2/1/2018,2200,Motor Vehicle Theft,1,Motor Vehicle Theft
SE 160TH AVE / SE ALDER ST,18-64268,Property,Centennial,2/25/2018,2/1/2018,226,Motor Vehicle Theft,1,Motor Vehicle Theft
1100 BLOCK OF NE 102ND AVE                                                                                        ,18-64784,Property,Hazelwood,2/25/2018,2/1/2018,1425,Larceny Offenses,1,Shoplifting
6100 BLOCK OF SE 52ND AVE                                                                                         ,18-62661,Property,Woodstock,2/23/2018,2/1/2018,1623,Larceny Offenses,1,Shoplifting
2800 BLOCK OF SE HAWTHORNE BLVD                                                                                   ,18-63619,Property,Hosford-Abernethy,2/21/2018,2/1/2018,1341,Robbery,1,Robbery
1100 BLOCK OF NE 102ND AVE                                                                                        ,18-63354,Property,Hazelwood,2/24/2018,2/1/2018,855,Larceny Offenses,1,Shoplifting
12500 BLOCK OF SE STARK ST                                                                                         ,18-66097,Society,Mill Park,2/26/2018,2/1/2018,1840,Drug/Narcotic Offenses,1,Drug/Narcotic Violations
3900 BLOCK OF SE HAWTHORNE BLVD                                                                                   ,18-903034,Property,Richmond,1/10/2018,1/1/2018,500,Larceny Offenses,1,All Other Larceny
NW 19TH AVE / NW GLISAN ST,18-901587,Property,Northwest,1/25/2018,1/1/2018,2030,Vandalism,1,Vandalism
0 BLOCK OF SW 2ND AVE                                                                                          ,18-30853,Society,Old Town/Chinatown,1/27/2018,1/1/2018,1804,Drug/Narcotic Offenses,1,Drug/Narcotic Violations
1100 BLOCK OF NE 102ND AVE                                                                                        ,18-30347,Property,Hazelwood,1/27/2018,1/1/2018,1420,Larceny Offenses,1,Shoplifting
2600 BLOCK OF E BURNSIDE ST                                                                                       ,18-901657,Property,Kerns,1/26/2018,1/1/2018,1830,Larceny Offenses,1,All Other Larceny
W BURNSIDE ST / NW 4TH AVE,18-33242,Property,Old Town/Chinatown,1/26/2018,1/1/2018,2000,Motor Vehicle Theft,1,Motor Vehicle Theft
,18-X5041709,Property,Downtown,2/24/2018,2/1/2018,1620,Larceny Offenses,1,All Other Larceny
2300 BLOCK OF NE SKIDMORE ST                                                                                      ,18-902928,Property,Alameda,2/20/2018,2/1/2018,2330,Larceny Offenses,1,Theft From Motor Vehicle
W BURNSIDE ST / SW 16TH AVE,18-902972,Property,Northwest,2/17/2018,2/1/2018,1030,Larceny Offenses,1,All Other Larceny
300 BLOCK OF SW YAMHILL ST                                                                                       ,18-902999,Property,Downtown,2/22/2018,2/1/2018,1704,Larceny Offenses,1,Shoplifting
300 BLOCK OF SW YAMHILL ST                                                                                       ,18-903000,Property,Downtown,2/22/2018,2/1/2018,1735,Larceny Offenses,1,Shoplifting
2800 BLOCK OF SE HARRISON ST                                                                                      ,18-901668,Property,Hosford-Abernethy,1/18/2018,1/1/2018,312,Burglary,1,Burglary
7800 BLOCK OF SE OAKS PARK WAY                                                                                    ,18-901628,Property,Sellwood-Moreland,1/27/2018,1/1/2018,2225,Larceny Offenses,1,Theft From Building
